,SMILES1,SMILES2,result
16449,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,c1ccoc1,1
16450,CC[Si](C#Cc1c2cc3c(C)ccc(C)c3cc2c(C#C[Si](CC)(CC)CC)c2cc3c(C)ccc(C)c3cc12)(CC)CC,CN1CCC=C1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0
16451,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,O=C1C(F)=C(F)C(=O)C(F)=C1F,1
16452,Nc1ccccn1,O=C(O)c1cc(O)ccc1O,1
16453,NCCCCC(N)C(=O)O,O=C(O)c1nc[nH]c1C(=O)O,1
16454,O=[N+]([O-])c1ccccc1O,O=C(O)c1ccccc1,0
16455,Cc1cc2ncn(Cc3ccc(Br)cc3)c2cc1C,BrCCCCCCBr,0
16456,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,CC(C)c1cccc(C(C)C)c1NC(=O)NC(=O)c1ccccc1,0
16457,O=C(O)/C=C/C(=O)O,O=C(O)c1ccc([N+](=O)[O-])cc1,0
16458,Cc1cc2no[n+]([O-])c2cc1Br,C1=CC2C3C=CC(C3)C2C1,0
16459,NC(=O)c1ccccc1O,CC(=O)Oc1ccccc1C(=O)O,0
16460,Cc1cccc(N)n1,Cc1cc(C)c2ccc3c(C)cc(C)c4ccc1c2c43,0
16461,COc1cc2c(OC)cc1Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OCCCCCCCCBr)Cc1cc(OC)c(cc1OC)C2,O=C(O)c1c(O)ccc2ccccc12,0
16462,O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br,O=S(=O)(O[Br+2]([O-])[O-])C(F)(F)F,0
16463,CN(C)N=Nc1[nH]cnc1C(N)=O,C#Cc1ccc(Oc2nc(Oc3ccc(C#C)cc3)nc(Oc3ccc(C#C)cc3)n2)cc1,0
16464,O=C(O)CSCc1ccccc1,Nc1ncccn1,1
16465,[NH3+]C(CO)C(=O)[O-],C[n+]1ccc(C=Cc2ccc(O)cc2)cc1,0
16466,C1CN2CCN1CC2,Fc1c(F)c(F)c(I)c(F)c1F,1
16467,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
16468,CN(C)c1ccc(C=NNC(N)=S)cc1,CN(C)c1ccc(C=O)cc1,1
16469,CCc1c(C)c2cc3cc(cc4cc(cc5[nH]c(cc1[nH]2)c(CC)c5C)-c1ccccc1-4)-c1ccccc1-3,CC1CC2CN3C4C(=O)C56COC7(C)CC(=O)C(C(C)C(=O)C5C5(COC(=O)C5)C4(C)CCC3(C1)O2)C6C7,0
16470,O=c1cc[nH]cc1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,1
16471,CC1=CSC(=C2SC=C(C)S2)S1,ClC12C3=C4C5(Cl)c6c1c1c7c8c6C6(Cl)c9c5c5c%10c%11c9C9=C%12C%13(Cl)c%14c%15c%16c%17c%18c%14C%12(Cl)c%11c%11c%12c%14c(c%19c%20c%21c%14c%14c%22c%23c(c(c%14c%10%12)C45Cl)C3(Cl)C3=C2C2(Cl)c4c5c%10c(c(c%12c-%20c(c%14c%20c%12c%10c%10c%12c%24c(c(c4%10)C12Cl)C7(Cl)c1c-8c(c%13c2c1C%24(Cl)C(=C(C%16%14Cl)C%20%12Cl)C%152Cl)C96Cl)C%17%19Cl)C%21%22Cl)C%23(Cl)C35Cl)C%18%11Cl,0
16472,NC(=O)CN1CCCC1=O,O=C(O)/C=C\C(=O)O,0
16473,O=C1Nc2ccc(-c3ccc4c(c3)c3cc(-c5ccc6c7c(cccc57)C(=O)N6)ccc3n4-n3c4ccc(-c5ccc6c7c(cccc57)C(=O)N6)cc4c4cc(-c5ccc6c7c(cccc57)C(=O)N6)ccc43)c3cccc1c23,CC(C)(C)OC(=O)C12CCCCC1(O)Oc1cc(Cl)c(O)c(Cl)c12,0
16474,COc1cc2c(OC)cc1Cc1cc(O)c(cc1O)Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)C2,Cc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1,0
16475,c1ccc2c(c1)CCc1ccccc1-2,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,1
16476,BrC(Br)=C=C=C(Br)Br,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0
16477,O[Si](O[Si](O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Cc1cccc(Br)c1,0
16478,CC(=O)N1C=CN(C(C)=O)C=C1,NC(N)=S,1
16479,Fc1c(I)c(F)c(I)c(F)c1I,CC(C)(C)c1cc(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,0
16480,CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,Nc1c(F)c(F)nc(F)c1Cl,0
16481,CN(C)c1ccc(C#Cc2cc[n+](C)cc2)cc1,Cc1ccc(S(=O)(=O)O)cc1,1
16482,Oc1ccc(O)cc1,Cc1cc(C)[nH]n1,1
16483,Cc1c(O)cccc1O,c1cc(-c2ccncc2)ccn1,1
16484,O=C1OC(C(O)CO)C(O)=C1O,Cc1cccc(C(N)=O)c1,0
16485,Nc1c(F)c(F)c(I)c(F)c1F,c1c2cc3c#cc4cccc5cc6cccc(c#cc7cc(c#cc8cccc9cc%10cccc(c#1)c%10cc89)cc(c#cc1cccc8cc9cccc(c#cc(c2)c3)c9cc18)c7)c6cc45,0
16486,CN1C(=O)c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc([nH]4)c2-c2ccccc2)C=C3)C(=O)N(C)C1=O,c1cn(-c2ccc(-c3cncnc3)cc2)cn1,0
16487,Fc1c(F)c(F)c(F)c(F)c1F,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(-c3ccccc3)n2)c1,1
16488,Nc1cccc([N+](=O)[O-])c1,O=C(O)C(Cl)(Cl)Cl,1
16489,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1ccc(N(c2ccc(C(=O)Nc3cccc(C)n3)cc2)c2ccc(C(=O)Nc3cccc(C)n3)cc2)cc1,0
16490,COc1cccc(C(=O)c2cc(C(=O)c3cccc(OC)c3)cc(C(=O)c3cccc(OC)c3)c2)c1,C[N+](C)(C)[O-],1
16491,N=C1C(=C(N)C(F)(F)F)c2c(F)c(F)c(F)c(F)c2C1(F)F,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccc6ccc7ncccc7c6c5c4c3c12,0
16492,Cc1ccc(C(=O)O)cc1,c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,0
16493,CCCc1cc2cc3ccccc3n3c(-c4ccc(C)cc4)c(-c4ccc(C)cc4)c(c1=O)c23,O=c1[nH]c(NCCSCc2cccnc2)ncc1Cc1cccnc1,0
16494,CC[Si](C#Cc1c2cc3c(C)ccc(C)c3cc2c(C#C[Si](CC)(CC)CC)c2cc3c(C)ccc(C)c3cc12)(CC)CC,N#CC1=C(Cl)C(=O)C(C#N)=C(Cl)C1=O,0
16495,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,C(=Cc1ccncc1)c1ccncc1,1
16496,NC(=O)N1c2ccccc2C=Cc2ccccc21,[O-][n+]1cc[n+]([O-])cc1,1
16497,COc1cc(C23CC4CC(C2)CC(c2cc(OC)c(O)c(OC)c2)(C4)C3)cc(OC)c1O,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
16498,O=C([O-])C1CCC[NH2+]1,O=C(O)C12CC3C4C5CC3C1(C(=O)O)C5C42,1
16499,O=C(O)CCSc1ccccc1,CCOc1ccc(C23CC4(c5ccc(OCC)cc5OCC)CC(c5ccc(OCC)cc5OCC)(C2)CC(c2ccc(OCC)cc2OCC)(C3)C4)c(OCC)c1,0
16500,O=C(O)C=C(CC(=O)O)C(=O)O,NC(=O)c1ccccc1[N+](=O)[O-],0
16501,CS,C(#Cc1cc(C#Cc2ccccc2)cc(C#Cc2ccccc2)c1)c1ccccc1,0
16502,CC(C)OC(=O)C1=CC(O)C(O)C(O)C1,O=C(O)C1=CC(O)C(O)C(O)C1,1
16503,IC(I)=C(I)I,CC(C)(C)n1cc[nH]c1=S,1
16504,C(C=Cc1ccccc1)=Cc1ccccc1,Oc1ccc(C2CCCCC2)c(O)c1,0
16505,Fc1c(F)c(F)c(-c2c(F)c(F)c(-c3c(F)c(F)c(F)c(F)c3I)c(F)c2F)c(I)c1F,C1CN2CCN3CCCN4CCN(C1)C2C34,1
16506,Cc1sc2cc1C=Cc1cc(sc1C)-c1cc(c(C)s1)C=Cc1cc-2sc1C,Cc1ccccc1C(C)CC(=O)O,0
16507,c1ccc2c(c1)ncn2Cc1ccc(Cn2cnc3ccccc32)cc1,IC#Cc1ccc(I)cc1,1
16508,Fc1c(I)c(F)c(I)c(F)c1I,Brc1ccc2ccc3cccnc3c2n1,1
16509,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,NC(=O)c1ccc(O)cc1,0
16510,CN(C)CCO,O=C(O)c1ccc([N+](=O)[O-])cc1,1
16511,Cc1c2c3cc4c1O[Si](C)(C)Oc1c(cc5c(c1C)O[Si](C)(C)Oc1c(cc6c(c1C)O[Si](C)(C)Oc1c(cc(c(c1C)O[Si](C)(C)O2)C3)C6)C5)C4,N#CCCCCCCCCC#N,0
16512,O=[N+]([O-])c1ccc(O)cc1,ClC=CCl,0
16513,CC(C)(C)c1cc(NC(=S)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(C)(C)C)c1,N#Cc1ccccc1,0
16514,COc1cc2c(OC)cc1Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)CC13OC1C(=O)C1(Cc4cc(OC)c(cc4OC)C2)OC1C3=O,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0
16515,Oc1ccc(O)cc1,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0
16516,COC(=O)C(=NNc1ccc(C(N)=O)cc1)C(C)=O,Cc1c2c3cc4c1O[Si](C)(C)Oc1c(cc5c(c1C)O[Si](C)(C)Oc1c(cc6c(c1C)O[Si](C)(C)Oc1c(cc(c(c1C)O[Si](C)(C)O2)C3)C6)C5)C4,0
16517,NC(=O)c1ccc(O)cc1,Cc1cc(C)[nH+]c([N-]S(=O)(=O)c2ccc(N)cc2)n1,1
16518,NC(=O)C(O)C(O)C(N)=O,Nc1nc(Nc2ccc(F)cc2)nc(Nc2ccc(F)cc2)n1,0
16519,CCCCCCCCCCCCc1ccc2c(c1)sc1c3ccc(CCCCCCCCCCCC)cc3sc21,O=C(O)c1cc(F)c(F)cc1F,0
16520,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,N#Cc1cc(C#N)c(C#N)cc1C#N,1
16521,Oc1ccccc1-c1ccccc1O,c1ccc2nc3ccccc3nc2c1,1
16522,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,c1nnn[nH]1,0
16523,c1ccc2ccccc2c1,COc1ccc(C=[NH+]c2ccccc2O)cc1[O-],0
16524,O=C(O)c1ccc(C(=O)O)cc1,c1cnccn1,1
16525,O=C1c2cc3ccc2-c2ccc(cc21)OCc1ccc(cc1)COc1ccc2c(c1)C(=O)c1cc(ccc1-2)OCc1ccc(cc1)CO3,C1OCC2(CO1)COCOC2,0
16526,Oc1c(Cl)cc(Cl)cc1Cl,C(=Cc1ccccn1)c1ccccn1,1
16527,O=C(O)c1cccc(Br)c1,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1
16528,OC1(C#Cc2c3ccccc3c(C#CC3(O)c4ccccc4-c4ccccc43)c3ccccc23)c2ccccc2-c2ccccc21,Cc1ccc(S(=O)(=O)O)cc1,0
16529,O=C(O)C(=O)O,O=C(O)c1ccccc1F,0
16530,c1cc2c3c(cccc3c1)CC2,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0
16531,N#Cc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,NC(=O)c1ccc[n+](C2OC(CO)C(O)C2O)c1,0
16532,CC1(C)C2CC3SC4=C(SC(=C5SC6=C(SCCS6)S5)S4)SC3C1C2,COc1c(Cl)cc2c(c1OC)N(C)C1N3C(=O)C4(C)SSC3(C(=O)N4C)C(O)C21O,0
16533,Nc1nc2ccc(OC(F)(F)F)cc2s1,O=C(O)CC(O)C(=O)O,0
16534,Cc1cc(C)c(C2=C(c3sc(C)cc3C)C(F)(F)C(F)(F)C2(F)F)s1,c1ccc2c(c1)Cc1ccccc1C2,0
16535,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Nc1ccc(C(=O)O)cc1,1
16536,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,COc1ccccc1C(=O)O,0
16537,CN1C(=O)NC2(c3ccccc3)NC(=O)N(C)C12c1ccccc1,COC(=O)C(C)O,1
16538,NCCN,O=C(O)CCCC(=O)O,1
16539,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,Nc1cccc(N)c1,0
16540,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)CC(O)C(=O)O,1
16541,CCCCN(CCCC)c1nc(N)nc(Nc2ccc(C(C)(C)C)cc2)n1,CC(C)c1ccc(-n2c(=O)[nH]c(=O)n(-c3ccc(C(C)C)cc3)c2=O)cc1,1
16542,NC(=O)c1c(F)c(F)c(F)c(F)c1F,O=C(O)c1c(F)c(F)c(F)c(F)c1F,1
16543,O=[N+]([O-])NCCN[N+](=O)[O-],Cc1ccc(C)c(C=Cc2ccc(-c3ccc(C=Cc4cc(C)ccc4C)cc3)cc2)c1,0
16544,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,1
16545,CC1(O)C2CCCC3CC1CC(C2)C3(C)O,Oc1cc(O)cc(O)c1,1
16546,O=C(O)C=CC(=O)O,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1
16547,O=C(O)CC(O)C(=O)O,Cc1ccccc1C(N)=O,0
16548,OC(C#CC(C#CC(O)(c1ccccc1)c1ccccc1)=C(C#CC(O)(c1ccccc1)c1ccccc1)C#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0
16549,CCCCCCCCOc1ccc(N=Nc2c(F)c(F)c(I)c(F)c2F)cc1,CCC(O)CC,0
16550,O=Cn1c2ccccc2c2ccccc21,N#Cc1cc(C#N)c(C#N)cc1C#N,1
16551,O=C(O)CCCC(=O)O,C(=NN=Cc1ccncc1)c1ccncc1,1
16552,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,O=C1CCCC(=O)N1,1
16553,CCCCCCCCc1c2nc(c3ccc([nH]3)c(CCCCCCCC)c(CCCCCCCC)c3nc(c4ccc([nH]4)c1CCCCCCCC)C=C3)C=C2,O=C1NC2CC1C=CC1OC21,0
16554,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccccc3c2c1-c1c(P(=O)(c2ccccc2)c2ccccc2)ccc2oc3ccccc3c12,Cn1cc[n+](C)c1,0
16555,Cc1ccc(C(=O)NN)cc1,S=c1[nH]c(=S)[nH]c(=S)[nH]1,1
16556,Fc1c(F)c(OCc2ccc(OP3(Oc4ccc(COc5c(F)c(F)c(I)c(F)c5F)cc4)=NP(Oc4ccc(COc5c(F)c(F)c(I)c(F)c5F)cc4)(Oc4ccc(COc5c(F)c(F)c(I)c(F)c5F)cc4)=NP(Oc4ccc(COc5c(F)c(F)c(I)c(F)c5F)cc4)(Oc4ccc(COc5c(F)c(F)c(I)c(F)c5F)cc4)=N3)cc2)c(F)c(F)c1I,Oc1cccc(O)c1,0
16557,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],O=C(O)c1ccccc1,1
16558,O=C(c1ccc(C(=O)N2CCCCC2)cc1)N1CCCCC1,Cc1cccc(C)c1N=C(CCC(=Nc1c(C)cccc1C)c1ccccc1)c1ccccc1,0
16559,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,O=C(O)C=CC(=O)O,0
16560,O=C(O)CC(=O)O,Nc1nc(N)nc(-c2ccc(Br)cc2)n1,1
16561,Fc1c(F)c(OCc2ccsc2)c(F)c(F)c1I,NC(=O)C1CCCN1,0
16562,N#CC(=Cc1c2ccccc2cc2ccccc12)c1ccc(O)cc1,N#Cc1cc(C#N)c(C#N)cc1C#N,1
16563,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,O=C(O)C=CC(=O)O,1
16564,CCCC1Cc2c(c(OC)c3c(OCc4ccc(Br)cc4)cc4oc5c6c(c(OC)c7c(OCc8ccc(Br)cc8)cc8oc2c3c4-c8c57)C(=O)OC(CCC)C6)C(=O)O1,Clc1nc(Cl)nc(Cl)n1,0
16565,O=C1NCc2ccc(cc2)Oc2ccc(cc2)CNC(=O)NCc2ccc(cc2)Oc2ccc(cc2)CN1,c1cc[nH]c1,1
16566,Cc1ccc2cc(C)ccc2c1,BrC(Br)(Br)Br,1
16567,CCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,1
16568,c1ccc(-c2c3ccc(ccc4ccc(s4)c(-c4ccccc4)c4ccc(ccc5ccc2s5)s4)s3)cc1,c1ccc2cc3c(cc2c1)Cc1cc2ccccc2cc1C3,0
16569,N#Cc1ccc(-c2ccc3c(c2)Sc2cc(-c4ccc(C#N)cc4)ccc2N3c2ccc(C#N)cc2)cc1,N#CC1(c2ncnc3sc4c(c23)CCCC4)CCc2nc(N)ncc2C1,0
16570,O=[N+]([O-])c1cc(C#Cc2c(F)c(I)c(F)c(I)c2F)cc([N+](=O)[O-])c1,CN(C)c1ccc(C#Cc2cncnc2)cc1,1
16571,c1ccc2c(c1)c1ccccc1n2CCCCn1c2ccccc2c2ccccc21,c1ccc(N=Nc2ccccc2)cc1,0
16572,O=C(O)c1cccc2cccc(C(=O)O)c12,C(=Cc1ccncc1)c1ccncc1,1
16573,COc1cc(C=CC(=O)O)ccc1O,[O-][n+]1ccc(-c2cc[n+]([O-])cc2)cc1,1
16574,c1cc(CCCc2ccncc2)ccn1,O=c1[nH]c(=O)[nH]c(=O)[nH]1,1
16575,CCCCCCN1c2ccc(C#Cc3cccnc3)cc2C(=C(C#N)C(=O)Oc2ccccc2)c2cc(C#Cc3cccnc3)ccc21,C1=CCCCC1,0
16576,O=C(O)C(O)C(O)C(=O)O,O=C(O)c1cccnc1,1
16577,CC(=O)CC(C)(C)Nc1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1
16578,Cc1cc2ncn(Cc3ccncc3)c2cc1C,N#CC(=NO)c1ccc(C(=O)O)cc1,1
16579,CCCCCCCCCCOc1ccc(C=Cc2ccncc2)cc1,O=C1CC2(CCCCC2)CN1,0
16580,[NH3+]CCNC(=O)c1ccccc1[O-],OC1(C(Cl)Cl)c2ccccc2C(O)(C(Cl)Cl)c2ccccc21,0
16581,COc1cc(C=O)ccc1O,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0
16582,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,c1cc(-c2ccncc2)ccn1,1
16583,CC1(C)COB(c2ccc(-c3c4nc(c(-c5ccc(B6OCC(C)(C)CO6)cc5)c5ccc([nH]5)c(-c5ccc(B6OCC(C)(C)CO6)cc5)c5nc(c(-c6ccc(B7OCC(C)(C)CO7)cc6)c6ccc3[nH]6)C=C5)C=C4)cc2)OC1,Oc1ccc(Cl)c(Cl)c1Cl,0
16584,C1CNCCN1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1
16585,C[Se]C#Cc1c(F)c(F)c(C#C[Se]C)c(F)c1F,Cc1ccc(C(N)=S)cc1,0
16586,c1ccc2c(c1)-c1ccc(cc1)-c1ccccc1-c1ccc(cc1)-c1ccccc1-c1ccc(cc1)-c1ccccc1-c1ccc-2cc1,Fc1ccc(F)cc1,1
16587,c1ccc2c(c1)-c1ccccc1-2,CC(C)(C)c1ccc(-c2cc(-c3ccc4ccccc4c3)n[nH]2)cc1,0
16588,CCCCCCC1=C(C)c2nc1cc1[nH]c(c(C)c1CCCCCC)c1c3nc(cc4[nH]c(c(C)c4CCCCCC)c2-c2cccc(c2)CSSCCOCCOc2cccc4c(cccc24)OCCOCCSSCc2cccc-1c2)C(CCCCCC)=C3C,NS(=O)(=O)c1ccc(C(=O)O)cc1,0
16589,c1ccc2c(c1)SC1=C(S2)c2cccc3cccc1c23,O=C(O)c1cccc(C(=O)O)c1C(=O)O,0
16590,Nc1[nH+]cccc1[O-],Cc1ccc(C=CC(=O)C2=C(O)C(=Cc3ccc(C)cc3)CCC2)cc1,0
16591,O=C(O)c1ccc([N+](=O)[O-])cc1,[O-][n+]1ccc(-c2nnc(-c3ccncc3)o2)cc1,1
16592,O=[N+]([O-])c1nn(O)c([N+](=O)[O-])c1[N+](=O)[O-],C(=Cc1ccc(C=Cc2ccccc2)cc1)c1ccccc1,0
16593,NCCCN,C1=NCCN=Cc2cc3cc(c2)C=NCCN=Cc2cc4cc(c2)C=NCCN=Cc2cc(cc(c2)C=NCCN=C3)C=NCCN=Cc2cc1cc(c2)C=NCCN=C4,0
16594,c1cc2ccc3cccc4ccc(c1)c2c34,C(=Cc1c2ccccc2c(C=Cc2cccnc2)c2ccccc12)c1cccnc1,0
16595,CC(C)(C)c1cc(C(C)(C)C)cc(C(C#CC#CC#CC#CC#CC#CC#CC#CC(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1,c1cc2ccc3oc4cccc5ccc6oc(c1)c2c3-c6c54,0
16596,N=c1[nH]ncn1N,c1ccc(N=Nc2ccncc2)cc1,0
16597,N#Cc1ccc(C=Cc2c(F)c(F)c(I)c(F)c2F)cc1,Fc1c(F)c(F)c(C#Cc2ccc(C#Cc3c(F)c(F)c(F)c(F)c3F)cc2)c(F)c1F,0
16598,Clc1c(Cl)c(I)c(Cl)c(I)c1Cl,O=S(=O)([O-])CC[n+]1ccc(-c2cc[n+](CCS(=O)(=O)[O-])cc2)cc1,0
16599,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,c1cc(CCc2ccncc2)ccn1,1
16600,NC(=O)c1ccncc1,O=C(O)c1cnccn1,1
16601,O=C(O)c1ccc(Cl)cc1,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,1
16602,Fc1cc(C=Cc2c(F)c(F)c(F)c(F)c2F)c(F)cc1C=Cc1c(F)c(F)c(F)c(F)c1F,Oc1cc(O)c(I)cc1I,0
16603,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,c1ccc2nc3ccccc3nc2c1,1
16604,O=C(O)c1ccc(-c2c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c2-c2ccc(C(=O)O)cc2)cc1,O=C1NC(=O)C(=O)N1,0
16605,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)/C=C/c1ccccc1,1
16606,c1cc2c3c(c1)Cc1cccc4c1OCCOc1ccc(cc1)N=Nc1ccc(cc1)OCCOc1c(cccc1Cc1cccc(c1OCCOCCOCCOCCOCCO3)C4)C2,CC(=O)Nc1cccc(O)c1,0
16607,CC(=NO)C(=NO)n1cccc(C)c1=O,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)Br,0
16608,Cn1nc([N+](=O)[O-])c(Br)c1[N+](=O)[O-],O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],1
16609,NC(=O)N1c2ccccc2CCc2ccccc21,NC(CO)(CO)CO,0
16610,CCN(CC)CC(=O)Nc1c(C)cccc1C,O=C(O)CCCCCCC(=O)O,1
16611,O=c1ccc(=O)c2cc3c(cc12)c1ccccc1c1ccccc1c1cc2c(=O)ccc(=O)c2cc13,Cc1cc(C)cc(C)c1,1
16612,S=P([Se]P(=S)(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1,c1ccc2cnccc2c1,0
16613,CCOc1ccccc1C(N)=O,O=C(O)c1c(O)cccc1O,1
16614,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC1CCCC(C)N1N=O,1
16615,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,Cc1c[nH]c2ccccc12,1
16616,CCC1SC2=C(SC(=C3SC4=C(S3)SC(CC)C(CC)S4)S2)SC1CC,CC1CC2CN3C4C(=O)C56COC7(C)CC(=O)C(C(C)C(=O)C5C5(COC(=O)C5)C4(C)CCC3(C1)O2)C6C7,0
16617,C#Cc1ccccc1,Nc1nc(N)nc(-c2ccc(Br)cc2)n1,0
16618,O=C(OC(C(=O)O)C(O)C(=O)O)c1ccccc1,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
16619,COc1cc(C=CC(=O)O)ccc1O,CN1C(=C(O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,0
16620,Clc1ccc2[nH]c3ccc(Cl)cc3c2c1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
16621,CN1Cc2cccc(c2)CN(C)Cc2c(F)c(F)c(c(F)c2F)COCCOCCOCc2c(F)c(F)c(c(F)c2F)C1,O=C(O)CCCCC(=O)O,0
16622,O=C(O)C1C(c2ccccc2)C2(c3ccccc3)C(=O)C1(c1ccccc1)c1c2c2ccccc2c2ccccc12,CCCCCc1ccccc1,0
16623,OC(c1cccc(C(O)(C(F)(F)F)C(F)(F)F)c1)(C(F)(F)F)C(F)(F)F,C1CN2CCN1CC2,1
16624,O=C(O)Cc1ccccc1,CCNn1cnc2c(N)ncnc21,1
16625,CC(C)N=C(NC(C)C)NC(C)C,CC(C)(C)C1=C=C(C(C)(C)C)C#Cc2cccc(n2)C#CC(C(C)(C)C)=C=C(C(C)(C)C)C#CC#CC(C(C)(C)C)=C=C(C(C)(C)C)C#Cc2cccc(n2)C#CC(C(C)(C)C)=C=C(C(C)(C)C)C#CC#C1,0
16626,c1ccc2c(c1)c1ccccc1n2CCCCn1c2ccccc2c2ccccc21,Cc1nonc1NC(=O)Nc1nonc1C,0
16627,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,O=C(O)CO,0
