,SMILES1,SMILES2,result
0,O=C(O)CCCCC(=O)O,Cc1ccc(-c2nc(N)nc(N)n2)cc1,1
1,Nc1cccc(N)c1,O=C(O)CCCCC(=O)O,1
2,CCn1cc(C)c(=O)[nH]c1=O,Cc1nc2ccccc2n1Cc1ccccc1Cn1c(C)nc2ccccc21,0
3,O=C(O)CCCCCC(=O)O,CCN(CC)CC(=O)Nc1c(C)cccc1C,1
4,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CCCc1cc(C(N)=S)ccn1,0
5,Nc1ccc(C(=O)O)c(O)c1,C(=Cc1ccncc1)c1ccncc1,1
6,Nc1nc(F)c(F)c(N)c1F,CCCOC(=O)C1(C#N)C(c2ccncc2)C2c3ccc(cc3)C3C(c4ccc(cc4)C21)C(c1ccncc1)C3(C#N)C(=O)OCCC,0
7,Oc1c(Cl)cc(-c2cc(Cl)c(O)c(Cl)c2)cc1Cl,CC1=CC(=C2C=C(C)C(=O)C(C)=C2)C=C(C)C1=O,1
8,CSC(=S)NNC(=O)c1ccccc1O,CSC(=NNC(=O)c1ccccc1O)SC,1
9,Cc1cccc(NC(=O)Nc2cccc(C)n2)n1,O=C(O)Cc1ccc(CC(=O)O)cc1,1
10,c1ccc2cc3c(cc2c1)OCCOCCOCCOCCO3,NC(=S)C(N)=S,1
11,CCCCN1C(=O)C2(C(C(=O)c3ccccc3)=C(O)C(=O)N2c2cc(Cl)ccc2O)N(CCCC)C1=S,Nc1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],0
12,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1cccc2ccccc12,1
13,CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,Cc1nonc1NC(=O)Nc1nonc1C,0
14,CC(O)C(=O)O,Cc1ccc(C(O)(c2ccc(C)cc2)C2OC3(CCCCC3)OC2C(O)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,1
15,NC(CCC(=O)O)C(=O)O,c1ccc(-c2cc(CCc3ccc(CCc4cc(-c5ccccc5)cc(-c5ccccc5)c4)cc3)cc(-c3ccccc3)c2)cc1,0
16,Nc1c([NH3+])cccc1C(=O)[O-],Fc1c(F)c(I)c(F)c(I)c1F,0
17,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,O=C(O)c1ccccc1,1
18,CC12CCCC1C1CCC3CCCCC3(C)C1CC2,[Se]=CN1CC2CCCC(C2)C1,0
19,CN(C)c1ccc(C(=O)O)cc1,Fc1c(F)c(F)c(N=Cc2ccncc2)c(F)c1F,1
20,Nc1ccc(I)cc1,Fc1cccc(F)c1,0
21,CCCc1cc(=O)[nH]c(=S)[nH]1,Cc1cccc2c1N(c1ccccc1)c1ccccc1N2c1ccccc1,0
22,O=[As](c1ccccc1)(c1ccccc1)c1ccccc1,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,1
23,Nc1nc(N)nc(-c2ccc(-c3ccncc3)cc2)n1,CCCCCCC(=O)O,1
24,N#Cc1ccc(O)cc1,N#Cc1ccc(C#N)cc1,0
25,c1cc2ccc1ccc1ccc(cc1)ccc1ccc(cc1)cc2,Clc1ccc2c(-n3cc(CN4CCCC4)nn3)ccnc2c1,0
26,CCC12C=C(C(=O)OC)n3c4c(c5ccccc53)CCN(CCC1)C42,O=C(O)C1CCC(C(=O)O)CC1,1
27,CC(C)[Si](OCCC#CC#CCOCc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)(C(C)C)C(C)C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1N(C)C,0
28,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,Cc1ccc2cccc(O)c2n1,1
29,c1ccc2nc3ccccc3nc2c1,C/C(=C/C(=O)O)C(=O)O,1
30,N[C@@H](CCC(=O)O)C(=O)O,O=C(O)c1ccc(O)cc1,0
31,c1ccc2c(c1)cc(-c1ccc(-n3c4ccccc4c4ccccc43)cc1)c1ccccc12,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,0
32,CC1(C)C2CC3=C(SC4=C(S3)SC(=C3SC5=C(SCCS5)S3)S4)C1C2,Cc1n[nH]c(C)c1I,0
33,Nc1nc(-c2ccccc2)cs1,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,1
34,O=C(OC(C(=O)O)C(OC(=O)c1ccccc1)C(=O)O)c1ccccc1,CC(C)(C)[PH](=O)c1ccccc1,1
35,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,COc1cccc2c(OC)cccc12,1
36,Brc1cc(Br)c(Br)cc1Br,N1=C2NSN=C2NS1,0
37,IC(I)=C(I)C(I)=C(I)I,CC(CC(C)(C)O)=NNC(=O)c1ccncc1,0
38,c1c[nH]cn1,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,1
39,CC1(C)CC23OC4CC2(CC1OCc1ccccc1)C3c1ccccc14,CN1CCN(C)CC1,0
40,CCN(CC)c1ccc(C=Nc2cc(C)c(C)cc2N=Cc2ccc(N(CC)CC)cc2O)c(O)c1,CC(=O)CCCCC(C)=O,0
41,Cc1cc(C)cc(CN(Cc2ccc(COC(=O)c3cc(C)cc(C)c3)cc2)C(=O)c2cccnc2)c1,Cc1nnc(N)nc1C,0
42,c1cc(CCc2ccncc2)ccn1,O=C(O)CNC(=O)NCC(=O)O,1
43,Fc1c(F)c(F)c(F)c(F)c1F,COc1cccc(C=Nc2ccc(Br)cc2)c1O,0
44,C[N+]1(CC(=O)O)CCOCC1,O=C(O)c1ccc(O)cc1,1
45,CC(=O)NS(=O)(=O)c1ccc(N)cc1,CCOc1cc2c(cc1OCC)Sc1cc(OCC)c(OCC)cc1S2,0
46,CC(C)(C)c1cc(-n2cc(CNC(=O)Nc3ccc4c5c(cccc35)C(=O)N(CC(c3ccccc3)c3ccccc3)C4=O)nn2)cc(C(C)(C)C)c1,CN(C)c1ccc(C#Cc2cncnc2)cc1,0
47,O=C1OC(C(O)CO)C(O)=C1O,NC(=O)c1ccc(O)cc1,0
48,C1CNCCN1,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1
49,c1ccc2c(c1)C1CC2c2cc3c(cc21)C1CC3c2cc3cc4c(cc3cc21)C1CC4c2cc3c(cc21)C1CC3c2ccccc21,CC(=O)Nc1ccc(C(=O)O)cc1,0
50,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,S=CN1CC2CCCC(C2)C1,0
51,O=C(O)c1cccc(O)c1,c1cncc(-c2nnc(-c3cccnc3)o2)c1,1
52,CC(C)(C)c1cc(NC(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(C)(C)C)c1,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,0
53,O=C(Cc1cccc2nn[nH]c12)c1ccc(F)cc1,O=C(Cc1cccc2[nH]nnc12)c1ccc(F)cc1,1
54,OCCCCCCCCCCCCO,Nc1ccc(N)cc1,1
55,ClC12C3=C4C5(Cl)C6=C1C1(Cl)C7=C2C2(Cl)c8c3c3c9c%10c%11c%12c%13c%14c%15c%11c3c3c%11c%16c%17c(c2c2c%18c%19c%20c%21c%22c%23c%24c(c%21c%18%17)C%16(Cl)C%16=C(C%14(Cl)c%14c(c%17c%18c%21c%14C%13(Cl)C%13=C%14c%25c%26c%27c(c5c5c%28c%27c%27c%29c%30c(c(c%25%27)C%13%21Cl)C%18(Cl)C(=C%13C%30(Cl)c%18c(c-%20c%20c(c1c(c1c%20c%18C%29(Cl)C1%28Cl)C65Cl)C%19(Cl)C72Cl)C%13%22Cl)C%17%23Cl)C(Cl)(C49Cl)C%10(Cl)C%26(Cl)C%14%12Cl)C%16%24Cl)C%15%11Cl)c83,ClC12c3c4c5c6c7c3C3(Cl)c8c1c1c9c%10c%11c%12c%13c%14c%15c%16c%17c%18c%19c%20c%21c(c8c9c%20c%11c%14%18)C8(Cl)C3(Cl)c7c3c7c6c6c9c%11c%14c%18c%20c(c%22c%23c%24c(c7c9c%18%23)C3(Cl)C8(Cl)C%21(Cl)C%24(Cl)C%19(Cl)C%22%17Cl)C%16(Cl)c3c-%20c7c8c9c3C%15(Cl)C3(Cl)c9c9c%15c8c8c%16c%17c(c%18c-4c2c2c4c%19c(c%15c%16c%184)C9(Cl)C(Cl)(C%133Cl)C%12(Cl)C%19(Cl)C%10(Cl)C21Cl)C5(Cl)C6(Cl)C%17(Cl)C%11(Cl)C8(Cl)C%147Cl,1
56,O[Te](O)(O)(O)(O)O,NC(N)=O,1
57,c1ccc2nc3ccccc3nc2c1,Cc1ccc(C(C)C)c(O)c1,1
58,COc1c(OC)c2cccc3c(OC)c(OC)c4cccc1c4c23,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
59,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,NS(=O)(=O)c1ccc(CC[NH+]=Cc2ccccc2[O-])cc1,0
60,CC(C)CC(C)O,O=C(OC(C(=O)O)C(OC(=O)c1ccccc1)C(=O)O)c1ccccc1,1
61,Fc1c(F)c(F)c2c(c1F)C#CC#Cc1c(F)c(F)c(F)c(F)c1C#CC#C2,c1cc2nc(c1)-c1cccc(n1)-c1ccc(cc1)OCCCCCCCCOc1ccc(cc1)CCC2,0
62,C=CN1CCCC1=O,Nc1nc(N)nc(-c2ccc(C(c3ccc(-c4nc(N)nc(N)n4)cc3)(c3ccc(-c4nc(N)nc(N)n4)cc3)c3ccc(-c4nc(N)nc(N)n4)cc3)cc2)n1,1
63,N#Cc1cc[n+]([O-])cc1,O=[N+]([O-])c1ccc(C=Cc2ccc(O)cc2)cc1,1
64,c1ccc2cc3nc4cnccc4nc3cc2c1,Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,1
65,CCl,C1#Cc2cc3cc(c2)C=NC2CCCCC2N=Cc2cc4cc(c2)C=NC2CCCCC2N=Cc2cc(cc(c2)C=NC2CCCCC2N=C3)C#Cc2cc3cc(c2)C=NC2CCCCC2N=Cc2cc(cc(c2)C=NC2CCCCC2N=Cc2cc1cc(c2)C=NC1CCCCC1N=C3)C#C4,0
66,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,c1ccc2c(c1)ccc1cccnc12,1
67,CC(C)(C)c1cc(C=CC(=O)Nc2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,0
68,Fc1c(F)c(I)c(F)c(F)c1I,c1cc(N=Nc2ccncc2)ccn1,1
69,O=C(O)c1cncc(C(=O)O)c1,c1cc(-c2ccncc2)ccn1,1
70,COc1cc2c(OC)cc1Cc1cc(O)c(cc1O)Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)C2,C(=Cc1ccccc1)c1ccccc1,0
71,Clc1ccccc1Cl,c1cc2ccc1CN1CN(Cc3ccc(cc3)CN3CN(Cc4ccc(cc4)CN4CN(C2)C2CCCCC24)C2CCCCC23)C2CCCCC21,0
72,Cn1c(=O)c2[nH]cnc2n(C)c1=O,O=C(O)c1cc(F)c(F)c(F)c1F,1
73,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],C1CNCCN1,1
74,OC1(c2ccccc2-c2ccccc2C2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,0
75,COc1cc2cc(OC)c1OCC#CC#CCOc1c(OC)cc(cc1OC)C13CC4CC(C1)CC(C4)(C3)c1cc(OC)c(c(OC)c1)OCC#CC#CCOc1c(OC)cc(cc1OC)C13CC4CC(CC2(C4)C1)C3,c1cncc(Cn2ccnc2-c2ncc[nH]2)c1,0
76,O=C(O)c1ccc(O)cc1,C[N+]1(CC(=O)[O-])CC[N+](C)(CC(=O)[O-])CC1,1
77,O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,COc1ccc2ccc(O)c(C(=Nc3ccccc3)c3ccc(Cl)cc3)c2c1,0
78,N#Cc1ccc(C(=O)c2cc(C(=O)c3ccc(C#N)cc3)cc(C(=O)c3ccc(C#N)cc3)c2)cc1,FC(F)(I)C(F)(F)I,0
79,Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,CN(C)C(=O)N(C)C,1
80,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,0
81,NC(=O)c1nc(F)c[nH]c1=O,O=C(O)c1cc(O)c(O)c(O)c1,1
82,COc1ccccc1C(=O)O,C1CCC(NC2CCCCC2)CC1,1
83,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,c1ccc2c(c1)c1ccccc1n2CCCCCCn1c2ccccc2c2ccccc21,0
84,COc1cc2c(cc1OCn1cnc3ccccc31)Cc1cc(OC)c(OCn3cnc4ccccc43)cc1Cc1cc(OC)c(OCn3cnc4ccccc43)cc1C2,CC1(C)CC(OC(=O)c2ccccc2)CC(C)(C)N1[O],0
85,ClC1CCCCC1,c1cnc2ccc(Oc3ccc4ncccc4c3)cc2c1,0
86,O=C(O)CCCC(=O)O,O=C(O)CCCCC(=O)O,0
87,CC(CC(O)(c1ccccc1)c1ccccc1)N1CCCCC1,CN(C)C(N)=[Se],0
88,O=C(O)c1cccc(Cl)c1[N+](=O)[O-],c1ccc2cnccc2c1,1
89,c1cn(CCCCn2ccnc2)cn1,CCOc1cc2c(OCC)cc1Cc1cc(OCC)c(cc1OCC)Cc1cc(OCC)c(cc1OCC)Cc1cc(OCC)c(cc1OCC)Cc1cc(OCC)c(cc1OCC)C2,1
90,O=C(O)c1ccccc1Cl,Cc1ccccc1C(=O)O,1
91,O=C([O-])c1ccc[nH+]c1,O=C1OC(C(O)CO)C(O)=C1O,1
92,Fc1c(F)c(F)c(C#CC#CC#Cc2ccccc2)c(F)c1F,CN(C)c1ccccc1,0
93,O=C(O)CCSCCC(=O)O,COc1ccccc1C(N)=O,0
94,[O][Xe]([O])[O],c1ccc2c(c1)c1ccccc1n2CCCn1c2ccccc2c2ccccc21,0
95,c1c2c(cc3c1SC(=C1Sc4cc5c(cc4S1)OCCO5)S3)OCCO2,O=C(O)C[n+]1ccccc1,0
96,Cc1cc(C(c2cc(C)[nH]c2C)c2cc(C)[nH]c2C)c(C)[nH]1,Nn1cnnc1,0
97,O=C(O)CCCCC(=O)O,Nc1nc(N)nc(-c2ccc(Cl)cc2)n1,1
98,CC1(C)OC(C(O)(c2ccccc2)c2ccccc2)C(C(O)(c2ccccc2)c2ccccc2)O1,NC1CCCCNC1=O,1
99,c1ccc(C2(NCCNC3(c4ccccc4)c4ccccc4Oc4ccccc43)c3ccccc3Oc3ccccc32)cc1,IC#Cc1ccc(I)cc1,0
100,CC(C)(OO)OO,O=P(CCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1
101,O=C(O)CCC(=O)O,Nc1nnc[nH]1,1
102,N#Cc1cccc(O)c1,Oc1cccc(O)c1,0
103,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,O=C(O)CC(O)(CC(=O)O)C(=O)O,0
104,c1ccc2[nH]c(-c3ccncc3)nc2c1,O=C(O)c1ccc(C(=O)O)cc1,1
105,N#C[Se]C#N,CCCOc1c2cccc1Cc1cc(C(=O)O)cc(c1OCCC)Cc1cccc(c1OCCC)Cc1cc(C(=O)O)cc(c1OCCC)C2,0
106,Nc1cccnc1,ClC12C3=C4C5(Cl)c6c7c8c9c%10c6C3(Cl)c3c1c1c6c%11c3C%10(Cl)c3c-9c9c%10c%12c3C%11(Cl)c3c%11c%13c%14c%15c3C%12(Cl)C3=C%12C%16(Cl)c%17c%18c%19c%20c(c%17C3%15Cl)C%14(Cl)c3c%14c%15c%17c%21c3C%20(Cl)c3c%20c%22c%23c(c3-%21)c3c%21c%24c(c5c5c-7c7c%25c(c5c%24%23)C%22(Cl)C5=C(C%18(Cl)c%18c%16c(c%16c(c%18C5%25Cl)C7(Cl)C8(Cl)C9%16Cl)C%12%10Cl)C%19%20Cl)C4(Cl)c4c-%21c(c5c(c42)C1(Cl)C(=C(C%13%14Cl)C%116Cl)C5%15Cl)C%173Cl,0
107,O=Cc1ccc(OCCC(=O)O)cc1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
108,CCOc1ccc(C23CC4(c5ccc(OCC)cc5OCC)CC(c5ccc(OCC)cc5OCC)(C2)CC(c2ccc(OCC)cc2OCC)(C3)C4)c(OCC)c1,O=C(Cl)c1ccccc1,1
109,Nc1ccc(C(=O)O)c(O)c1,Nc1ccccn1,1
110,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,NC(=O)c1cccnc1,1
111,Fc1c(Cl)c(F)c(Cl)c(F)c1Cl,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,0
112,c1cc(CCCc2ccncc2)ccn1,O=C(O)CCCCCC(=O)O,1
113,OCc1cc(O)cc(O)c1,c1cc(CCc2ccncc2)ccn1,1
114,O=C1OC(=O)c2cc(Br)c(Br)cc21,c1cc2ccc3cccc4ccc(c1)c2c34,1
115,C1#Cc2cccc3c2C2c4c(cccc4C3C3c4c5cccc4C2c2cccc(c23)C#Cc2cc3c#cc4cccc6cc7cccc(c#cc8cc(cc(c#cc9cccc%10cc%11cccc(c#cc(c2)c3)c%11cc9%10)c8)C#C5)c7cc46)C#Cc2cc3c#cc4cccc5cc6cccc(c#cc7cc1cc(c#cc1cccc8cc9cccc(c#cc(c2)c3)c9cc18)c7)c6cc45,O=C1C=CCC1,0
116,O=C(O)c1ccccc1O,Nc1nc2ccc(Br)cc2s1,1
117,Fc1c(F)c(F)c(I)c(I)c1F,[Se]=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
118,CC(C)=NNC(=O)c1ccncc1,O=C(O)CCCCC(=O)O,1
119,CC(C)c1cccc(C(C)C)c1N([Si](C)(C)C)[Si](O)(O[PH](=O)O)O[Si](O)(O[PH](=O)O)N(c1c(C(C)C)cccc1C(C)C)[Si](C)(C)C,NCCN,0
120,CC(C)C(Oc1cccc2c1-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1cccc(OC(C(C)C)C(C)C)c41)-c1cccc(OC(C(C)C)C(C)C)c1-3)c1cccc(OC(C(C)C)C(C)C)c21)C(C)C,CCCCCCCCOc1ccc(C(=O)O)cc1,0
121,BrC(=C(Br)c1ccccc1)c1ccccc1,O=[N+]([O-])c1ccc2[nH]nnc2c1,0
122,N#Cc1[c]cccc1F,C1=CCCCCCCCCCC1,0
123,O=C(CCC(=O)N(Cc1ccccc1)CC1CCCCC1)N(Cc1ccccc1)CC1CCCCC1,COc1ccc(OC)c(C=CC(=O)O)c1,0
124,Cc1cc(C)nc(N)n1,O=[N+]([O-])c1ccc(O)cc1,1
125,FC(F)(F)c1ccc(-c2c3ccccc3c(-c3ccc(C(F)(F)F)cc3)c3c(-c4ccc(C(F)(F)F)cc4)c4ccccc4c(-c4ccc(C(F)(F)F)cc4)c23)cc1,CC(=O)Sc1ccc(C#Cc2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(C#Cc4ccc(SC(C)=O)cc4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc1,0
126,N=C(N)N,O=C(O)c1ccccc1O,1
127,c1cc(-c2ccc3ccc4cccc5ccc2c3c45)cc(-n2c3ccccc3c3ccccc32)c1,Cn1nc([N+](=O)[O-])nc1[N+](=O)[O-],0
128,O=C(c1ccccc1-c1ccccc1C(=O)N(C1CCCCC1)C1CCCCC1)N(C1CCCCC1)C1CCCCC1,COC1OC(C)C2OC(C(F)(F)F)(C(F)(F)F)OC2C1OC(=O)NC1CCCCC1,0
129,c1cc(OP2(Oc3ccncc3)=NP(Oc3ccncc3)(Oc3ccncc3)=NP(Oc3ccncc3)(Oc3ccncc3)=N2)ccn1,[C],0
130,NC(=O)c1nc(F)cnc1O,NC(CO)(CO)CO,1
131,CC(Oc1ccccc1Cl)C(=O)O,CC(Oc1ccccc1Br)C(=O)O,1
132,Brc1ccc(C(=C(c2ccc(Br)cc2)c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,S=c1cc[nH]cc1,0
133,C(#Cc1ccc(C#Cc2ccccc2)cc1)c1ccccc1,O=C(O)c1ccc(OCCOc2ccc(C(=O)O)cc2)cc1,0
134,CC(NC(=O)c1ccccc1C(F)(F)F)c1ccccc1,Cc1ccccc1C(=O)NC(C)c1ccccc1,1
135,N=c1[nH]ccs1,O=C(O)c1cc(O)ccc1O,1
136,COC,N#CC1(c2ncnc3sc4c(c23)CCCC4)CCc2nc(N)ncc2C1,1
137,NC(N)=O,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,1
138,O=c1ccn(-c2ccc(-n3ccc(=O)cc3)cc2)cc1,O=C(O)c1ccc(C(=O)O)cc1,1
139,Nc1ccc([N+](=O)[O-])cc1,O=C1C=CC(=O)C=C1,1
140,c1cc(-c2ccc3cc4cc(-c5ccncc5)ccc4cc3c2)ccn1,O=C1C(O)=C(O)OC1C(O)CO,0
141,c1cc2ccc3c4cc5c(cc4c4ccc6ccc1c1c2c3c4c61)C1CC5c2cc3c(cc21)c1ccc2ccc4ccc5ccc3c3c5c4c2c13,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,1
142,CC(C)(C)[Si](O)(c1ccc([Si](O)(C(C)(C)C)C(C)(C)C)o1)C(C)(C)C,CN,1
143,CN1CCN(C)CC1,Cc1ccc2c(c1)C(C)(C)CC(C)(c1cc(C)ccc1O)O2,1
144,Oc1ccc(O)cc1,[O-][N+]12CN3CN(CN(C3)C1)C2,1
145,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,S=C1NCCS1,0
146,Cc1ccccn1,CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)C1(C(O)C(C)C)C2O,0
147,IC(I)=C(I)C(I)=C(I)I,C[C@H](N)C(=O)O,0
148,c1ccncc1,O=C(O)c1ccc(O)cc1O,1
149,c1ccc(-c2ccccc2)cc1,O=[N+]([O-])c1cccc(O)c1,0
150,C[Si]1(C)O[Si](C)(C)O[Si]2(O[Si](C)(C)O[Si](C)(C)O[Si]3(O1)c1ccccc1-c1ccccc13)c1ccccc1-c1ccccc12,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,0
151,CCN(CC)c1ccc2c(c1)OC(C(C)(C)C)=CC2=CC1=C(O)C(C=C2C=C(C(C)(C)C)Oc3cc(N(CC)CC)ccc32)=C1O,OC(C(O)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1,0
152,CC1(C)CN2CCNC2C(C)(C)SS1,CCOc1cc2c(OCC)cc1Cc1cc(OCC)c(cc1OCC)Cc1cc(OCC)c(cc1OCC)Cc1cc(OCC)c(cc1OCC)Cc1cc(OCC)c(cc1OCC)C2,0
153,O=C(O)c1ccc(Br)cc1,COc1ccc(C(=O)O)cc1,0
154,c1ccc2c(c1)OCCOc1ccccc1OCc1ccc(o1)COc1ccccc1OCCO2,CN1CCN(C)C1=O,0
155,Nc1ccnc(=O)[nH]1,O=C(O)C(=O)O,1
156,O=Cc1ccc(OCCC(=O)O)cc1,COc1ccc(C(=O)C=Cc2ccc3ccc4cccc5ccc2c3c45)cc1,0
157,O=C1c2ccccc2-c2ccccc21,c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3[nH]c21,1
158,CCCCC(=O)O,Cc1cc(C)n(-c2c(-n3cccn3)c(-n3nc(C)cc3C)c(-n3nc(C)cc3C)c(-n3cccn3)c2-n2nc(C)cc2C)n1,1
159,O=C(O)CCCCCCC(=O)O,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,1
160,CC1(C)COB(c2ccc(-c3c4nc(c(-c5ccc(B6OCC(C)(C)CO6)cc5)c5ccc([nH]5)c(-c5ccc(B6OCC(C)(C)CO6)cc5)c5nc(c(-c6ccc(B7OCC(C)(C)CO7)cc6)c6ccc3[nH]6)C=C5)C=C4)cc2)OC1,O=[N+]([O-])c1ccccc1,1
161,c1cc(N2CCOCC2)ccn1,CI,0
162,Cc1ccc(S(=O)(=O)O)cc1,Cc1cc(C)c(-c2noc(-c3ccccc3)c2[I+]c2ccccc2)c(C)c1,1
163,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,CN1C(=O)c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc([nH]4)c2-c2ccccc2)C=C3)C(=O)N(C)C1=O,0
164,O=C1CCC(=O)N1,O=C(O)c1ccccc1O,0
165,c1ccc2ncccc2c1,CF,0
166,N=C(N)N,Cc1ccc(C2=c3ccc(o3)=C(c3ccc(C)cc3)c3ccc([nH]3)C(c3ccccc3)=C3C=CC(=N3)C(c3ccccc3)=C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)=C3C=CC2=N3)cc1,0
167,COc1c(C)cc(-c2c3ccccc3cc3ccccc23)cc1C(c1cc(-c2c3ccccc3cc3ccccc23)cc(C)c1OC)c1cc(-c2c3ccccc3cc3ccccc23)cc(C)c1OC,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0
168,Cc1ccc(S(=O)(=O)N2Cc3ccc(cc3)COCCCCCCCCCCOCc3ccc(cc3)CN(S(=O)(=O)c3ccc(C)cc3)Cc3ccc(cc3)COCCCCCCCCCCOCc3ccc(cc3)C2)cc1,Nc1ccc(C(=O)O)c(O)c1,0
169,O=C1C=CP(=O)(c2ccccc2)CC1,CC1(C)OC(C(O)(c2ccccc2)c2ccccc2)C(C(O)(c2ccccc2)c2ccccc2)O1,1
170,O=C(O)/C=C(\CC(=O)O)C(=O)O,Cc1ccc(C(=O)O)cc1,0
171,COc1ccc(C(=O)C(=NO)c2ccc(OC)cc2)cc1,CCN(CC)CC,1
172,[O-]c1ccc2ccccc2c1N=[NH+]c1cccc2ccccc12,C(C#CC#Cc1ccccc1)#CC#Cc1ccccc1,0
173,CC(=O)Oc1ccccc1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0
174,O=[N+]([O-])[N-][N+](=O)[O-],Fc1c(F)c(F)c2c(F)c3c(F)c(F)c(F)c(F)c3c(F)c2c1F,0
175,C(=Cc1ccncc1)c1ccccc1,Oc1cc(O)c(Cl)cc1Cl,1
176,c1cc(-c2ccncc2)ccn1,O=C(O)/C=C/C(=O)O,1
177,O=C(C=Cc1ccccc1)c1ccccc1,O=C(O)Cn1c(=O)c2cc3c(=O)n(CC(=O)O)c(=O)c3cc2c1=O,0
178,CCN,OC1(c2ccc(-c3ccc(C4(O)c5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2-c2ccccc21,1
179,O=C(O)COc1ccc(Cl)cc1Cl,c1cc(SSc2ccncc2)ccn1,1
